@relation opinion
@attribute sentence string
@attribute category {positive,negative,neutral,objective}
@data
' Europe AA prices may firm on Asian supply, but not in Q4 - buyers: LONDON (ICIS)--Buyers in the European acrylat... http://bit.ly/XtEWj3  ',objective
' Cool #cdnpoli RT@angelpike: Call the hospital in Iqaluit & press 2 for English. Experience an aboriginal language as 1st choice" ',positive
' @WebsterHall im curious, do students of #NYUSCPS qualify for the ticketed code to the Richie Hawtin & Loco Dice lectue on the 3rd of nov? ',neutral
' Virginia voters could decide this election. Confirm your voting location now and know where to vote! http://OFA.BO/6vtcwE  ',positive
' @ScllyStitches Because. People are real fucking dicks. ',negative
' Pricey knock him out Pricey Pricey knock him out!! ',negative
' I know Flatbush Zombies wont be at the concert on Friday but I still hope the Asap mob performs #BathSalts at least, or rockys part atleast ',neutral
' For how long, i might be in NJ then?RT @FoolishInApril: @blove402 Thursday Night the 13th of Dec. ',objective
' Heat play the Knicks tomorrow ',objective
' Tomorrow I get my hands on my copy of VLR for PS Vita. Hopefully the postive impression I got from the demo carries over to the full copy. ',positive
' Winter Storm Watch in effect for parts of the mountains- including Asheville- from Monday morning to late Tuesday. #avl #wnc #sandy ',neutral
' Woohoo going to spend all day thursday shopping at the Florida Mall :)) #yay #shoptilwedrop ',positive
' Info *Distance Of the Sun frm Earth 149,597,900 km & The Moon frm Earth is 384,400 km. Follow @General_Sms FOLLOW @MS_DHONI_101 ',neutral
' I still haven t started tidying my room and I m just sat on the floor watching Project X lol ',neutral
' Persona 4 Golden will arrive in North America for the PlayStation Vita on November 20. Publisher Atlus also noted in today s announc... ',neutral
' Ahhhh, the sun is shining, the birds are singing and this Nirvana track I have on is bringing it down. Skipety. ',positive
' Kevin Rudd rents out Canberra mansion and lives it up at Hyatt - Herald Sun: Kevin Rudd rents out Canberra mansi... http://q.gs/2Sezu  ',neutral
' YOLO? Ofcourse, but with in that life span yu may be an become 5 diff ppl, the life we live in aint the only life we gone have, be smart ',positive
' So, in Jan 2010 Darryl Issa called investigating Wikileaks a priority and today he dumped raw intelligence data on internet? Irony, anyone? ',negative
' I m going to Pierce the Veil at Backstage Live in San Antonio, TX - Oct 18 http://bnds.in/Pheh4L  ',objective
' NBA playoffs TODAY!!!!!! the Heat Vs Knicks series is going to be crazy! luckily #celticnation don t play till sunday LETS GO CELTICS!!!! ',positive
' Good luck to Girls Tennis as the take on South Torrance today on 1st round CIF! #GoLions2012 ',positive
' Hasim Rahman doesn t have rolls of fat, he s got loaves. Why am I watching this fight? #PovetkinRahman ',neutral
' Finish watching Ghost Rider: Spirit of Vengeance. Movie was alright. I still prefer the 1st one better. ',neutral
' Ghost Rider 2: Spirit Of Vengeance, may just have enough nonsense to satisfy @craigfots Statham-quotient. ',negative
' Pictures of the day: 18 October 2012: A playful Amazon river dolphin, Usain Bolt s shoes and Mick Jagger. http://bit.ly/WDpGAI  ',positive
' @SweetSpotNation son...I left them so open. I got em hot and said  u can hear the rest of that poem on Nov 11th at Santos Party house  lmao ',neutral
' Bear with me for the power crisis: Jayalalithaa: Chief Minister Jayalalithaa on Wednesday asked the people of Tamil... http://dlvr.it/2PxY7d  ',negative
' but rest assures I am watching Degrassi, and loving it may i add. (; ',positive
' Knicks vs Heats gone be the best 1st round series in the playoffs ',positive
' I just set my alarm ringtone with Nandito Ako. Okay. See you tomorrow :) ',neutral
' Horrible dream lady night....I m tiered but today is my Friday and its the start of the RODEO tonight #hearthorses ',negative
' And once again, the first game James and me play in te latest 2K is: Heat vs Knicks. For the 2nd year in a row. We always go back and fort ',neutral
' I kinda sorta want to go back to Vegas already! ',positive
' Brook Lopez scored 9 points in the 2nd quarter and was featured by #Nets. Joe Johnson was absent, but should play in 2nd half. #Nets #NBA ',objective
' @seismogenic "They d never do that, that s just crazy," was his reply. Well, yeah. ',neutral
' okay i m sorry but TAYLOR SWIFT LOOKS NOTHING LIKE JACKIE O SO STOP COMPARING THE TWO. c mon America aren t you sick of her yet? (sorry) ',negative
' Just walking to the victor! Happy 21st birthday Lauren! http://instagr.am/p/Rg0qGOkmkm/  ',positive
' Imaaa be the 1st Tongan hooper in the NBA #Fact ',positive
' Pictures of the day: 18 October 2012: A playful Amazon river dolphin, Usain Bolt s shoes and Mick Jagger. http://bit.ly/R1yUTo  #photography ',objective
' @KatieTD21 @katytlam Thanks for sharing, Katie. You are so sweet! ',positive
' I get paid tomorrow and that means I m about to be stoned as fuck all day. ',neutral
' Good Monday everybody! Wish we could start this morning with a little King cake.... ',positive
' I just realized that the boys won their Brit Award on my birthday February 21 then I was like partying that time they recieved it!#BESTGIFTx ',positive
' We re in the studio working on the new album and it sounds EPIC. We may as well pick up our Brit Award now, tbh. ',positive
' Going to buck the trend of media going all digital by developing a print version of Twitter. ',negative
' @KoladeG we have to be at mick jagger centre by 3 on Sunday so can u still make it ',objective
' Video: Unsold Simpsons stamps cost USPS $1.2 million: The U.S. Postal Service had marked the 20th anniversary of... http://nbcnews.to/Q5YQQu  ',objective
' White Day... One month after the Valentine Day, March 14th... It s a romantic day! XD ',positive
' Good result tonight, though! Part one of Rodgers  Gamble paid off. Have to wait for Sunday for part two. If we win that, we re off! #LFC ',positive
' @sheemalv I M SO STRESSED! Haven t started my English essay & it s due tomorrow coz I m working on my History essay that s due tomorrow too! ',positive
' Seeing @wyeoak AND Maya Rudolph cover Prince songs with @theroots tomorrow night. My mind is pretty much blown. ',positive
' THEY ARE BACK!!!!! In case you missed them last time, don t make the same mistake, 1 Nov at Backstage Live and... http://fb.me/1ltCXUb4c  ',positive
' @_JustCooling_ lol no that s you ! ',neutral
' So theres a Jordan s release tomorrow at Florida Mall, am I going to be a sneaker head and go get them ?? ',neutral
' Indie bands Family of the Year and White Arrows at Space 301 this Wednesday - check out some new music: http://fb.me/1Tkx3NdBJ  ',neutral
' The @Cavs, @MiamiHEAT & @DallasMavs tip-off the season with Ws Tuesday night. http://NBA.com  Daily Zap: http://on.nba.com/TtBwwn  ',objective
' Watch for the sea of pink strutting through Cupertino on Saturday morning. Give  em a wave, or a honk, or just... http://fb.me/Blbztk5S  ',neutral
' Check out all of Monday s highlights in 2:19 with the Daily Zap: http://fb.me/X5ozOjhz  ',objective
' Is the band White Arrows good? Might go see them on Friday #justwondering ',neutral
' Watched Act of Valor for the 3rd time and almost cried again!! I love dat movie!! ',positive
' Just got the last win of the season! 2nd place in league woot woot! CIF HERE WE COME!!! ;) ',positive
' Morning all! Waking up at 1.30 to gamble may not have been the best idea. Knocked my sleep. This hour is fit for milkmen & perverts only ',negative
' Can t wait for opening night at Madison Square Garden. Will be there for the Knicks/Heat game on Friday! #fun ',positive
' son if deandre learned anything more than dunking.he could be the 3rd best center in the league. brook lopez s rebound numbers hold him back ',positive
' @WindUpRecords Hi, would love to organise a photo pass to shoot the Evanescence gig in London on 9th, who can I contact to arrange? ',positive
' Happy 4th from the Bomb Squad! http://fb.me/1zelvBfUn  ',positive
' Has just won two tickets to evanescence on Monday boom! Thanks @CapitalFMArena ',positive
' Poppies getting dished out at reception up here in lisburn tech hope the same happens with the easter lilys #timewilltell #spotthefenian ',neutral
' #pakistan#news Procter and Gamble sales fall 6.7 %: P&G said net earnings in the quarter to September 30 fell to... http://bit.ly/VIiiGy  ',objective
' Back in the day when Catholics ate fish every Friday, our school thought it d serve for lunch the best of both worlds: tunafish hot dogs. ',neutral
' #day1 #novemberphotoaday #selfie #sexy lmfao http://instagr.am/p/RgKw4jhwqf/  ',objective
' 5 days of rodeo in one week time :) So excited! 10th year going #CFR12 ',positive
' Ghost Rider 2 is out on Monday. Ignore it. ',negative
' It s fucking Friday! So it s only right to bump "Friday" by Flatbush Zombies at ignorant levels ',negative
' Polar Dust is hitting Black Dahlia in Boksburg on the 10th of November. Click here for event details: http://www.facebook.com/events/373269202757858/ … ',objective
' @peckbros just sat in with King Cake. Fun times! ',positive
' Girls Gone Wild! @Sab_Cat @KelceyWebb just a little bit of fun in the sun!!! @H2O @NicciBeach #fun #sun #par http://instagr.am/p/QMvzcFNZu-/  ',positive
' I don t want to go to school on Monday . My excuse will be that HISD doesn t have school lol ~ ',negative
' I may not be a diehard fan of SS but all the things I ve heard about this man make him sound like a hero. My http://instagr.am/p/RhFJlGEItZ/  ',positive
' "the reziduals" at Stevie Starlite s Jam Night at Southside s in Alsip TONIGHT 10PM & we re hosting our own at Murphy s Law this Friday! ',objective
' Life is good, Imperial Woodpecker Sno-Balls are back! 124 MacDougal b/t 3rd and Bleecker. Bring on the King Cake! @ImperialSno #snogood! ',positive
' WE RE HAVING THE CRAZY SUBSTITUTE IN YEARBOOK AGAIN TOMORROW ((she does yoga in the back of the room)) ((she told us not to listen to porn)) ',neutral
' @tnvanderlaan yes...yes, she was...but then, she s kind of hot in everything ',positive
' Today, April 17th (Palestinian Prisoner s day), is ironically the day Israel claimed it would release Khader Adnan. No action yet. ',negative
' 5 minutes to learn what the Raspberry Pi is all about http://www.guardian.co.uk/technology/video/2012/oct/17/raspberry-pi-hands-on-day-video … ',objective
' A man only ever loves two things in this world: tits and ass #truth ',positive
' What could have made Sunday even better for @CIMBClassic champ Nick Watney? The fact that he s a huge @SFGiants fan. #WorldSeries ',positive
' Today for the first time I noticed how gorgeous it is when the sun comes up over the Washington Monument. ',positive
' @brittanymariep dethklok is having a tour:) they re coming to Chattanooga Dec 6 with Machine head. Black Dahlia Murder and ATR. I m going :) ',positive
' I just need to see Lauren on Saturday already. ',neutral
' i have to drive with Ms. Pope Saturday... kill me now. ',negative
' Ok all y all Catholics, tomorrow be a holy day of obligation. Be sure to get y all a$$ to mass. ',positive
' Tiffany will be the MC for SBS K-Pop Super Concert in USA on Nov 10 ',objective
' House is a great show, and Thursday House marathons are 8 hours of a great show. Good day to have a sinus infection. :D ',positive
' Will be at Manly Market & Mittagong on Saturday. Crows Nest Fair and Kiama Market Sunday. Hope to see you there ',neutral
' #asiabrief Kevin Rudd calls for T-shirt design to rival the Kevin-07 logo - Herald Sun: Brisbane TimesKevin Rudd... http://bit.ly/VxSb59  ',neutral
' Continental Senior Living will have a booth on the square for Pancake Day on Saturday. Come by to learn more about... http://fb.me/SzRz7e2C  ',neutral
' Ghost Rider: Spirit of Vengeance was a lost cause. You had nowhere to go but up after the 1st movie. And then you decided to dig a hole... ',negative
' @NICKIMINAJ you do realise that in like 50 years, us Barbz will be sat in a nursing home still wanting the RIM video :(((( ',negative
' O. Johnson commits his 3rd foul! He s cold off the bench with 3 fouls and a turnover in Q4. #Pacers losing 98-87, 4:52 left. ',negative
' Cba with work tomorrow! #Boring #Blag ',negative
' Have you got your tickets yet? London s newest whorehouse opens next Saturday! Leicester Square Theatre http://fb.me/1FRmZVdIY  ',positive
' @spiderholster Please help! Love my holster bought Feb  12 at WPPI but it s frayed in many places. Urgent need for help b4 Oct 27 wedding ta ',neutral
' 3 wickets in 1st session, Eng bowlers will be extremely happy! Just Tiwary, Raina and Saha left along with Yuvi. Rayudu should ve played! ',positive
