@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute neg_score real
@attribute neu_score real
@attribute pos_score real
@attribute compund_score real
@data
neutral,0.0,0.876,0.124,0.4019
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.662,0.338,0.7983
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.71,0.29,0.8221
neutral,0.0,0.833,0.167,0.4588
positive,0.137,0.775,0.088,-0.3382
objective,0.0,1.0,0.0,0.0
positive,0.0,0.729,0.271,0.8016
positive,0.0,0.79,0.21,0.6114
positive,0.311,0.689,0.0,-0.7701
positive,0.105,0.658,0.237,0.4588
positive,0.091,0.617,0.292,0.7088
objective,0.0,1.0,0.0,0.0
positive,0.0,0.598,0.402,0.9017
positive,0.087,0.693,0.22,0.659
negative,0.0,0.939,0.061,0.0772
positive,0.0,0.48,0.52,0.9544
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.073,0.84,0.088,0.1027
neutral,0.0,0.756,0.244,0.6705
positive,0.0,0.891,0.109,0.4003
neutral,0.0,0.898,0.102,0.3612
positive,0.0,0.708,0.292,0.7482
neutral,0.0,0.849,0.151,0.5754
negative,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.711,0.289,0.8459
positive,0.0,1.0,0.0,0.0
positive,0.0,0.534,0.466,0.7269
negative,0.0,1.0,0.0,0.0
positive,0.0,0.812,0.188,0.5719
neutral,0.0,0.9,0.1,0.25
positive,0.0,0.804,0.196,0.7482
neutral,0.0,0.877,0.123,0.2732
positive,0.0,1.0,0.0,0.0
negative,0.214,0.703,0.083,-0.6486
neutral,0.0,1.0,0.0,0.0
positive,0.153,0.574,0.272,0.3595
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.861,0.139,0.4404
positive,0.0,0.809,0.191,0.6696
neutral,0.0,0.839,0.161,0.3612
positive,0.0,0.733,0.267,0.6933
objective,0.281,0.719,0.0,-0.6908
positive,0.108,0.525,0.367,0.7845
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.867,0.133,0.3182
positive,0.0,0.872,0.128,0.4215
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.87,0.13,0.4019
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.89,0.11,0.2732
positive,0.08,0.691,0.229,0.6239
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.864,0.136,0.296
neutral,0.0,0.798,0.202,0.5859
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.745,0.255,0.7574
positive,0.144,0.73,0.127,-0.09
positive,0.0,0.85,0.15,0.5951
positive,0.0,0.856,0.144,0.4927
neutral,0.0,1.0,0.0,0.0
negative,0.241,0.759,0.0,-0.6973
negative,0.128,0.592,0.28,0.6808
neutral,0.11,0.89,0.0,-0.1531
objective,0.138,0.862,0.0,-0.4069
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.862,0.138,0.34
negative,0.371,0.454,0.175,-0.5813
neutral,0.0,0.851,0.149,0.5423
neutral,0.0,0.85,0.15,0.4588
objective,0.0,1.0,0.0,0.0
positive,0.0,0.522,0.478,0.8994
neutral,0.0,0.868,0.132,0.4404
positive,0.0,0.729,0.271,0.7717
positive,0.0,0.781,0.219,0.6808
positive,0.0,0.739,0.261,0.7717
positive,0.0,0.846,0.154,0.6573
positive,0.122,0.878,0.0,-0.3612
neutral,0.144,0.719,0.137,-0.0258
neutral,0.0,1.0,0.0,0.0
neutral,0.095,0.517,0.388,0.7783
neutral,0.0,0.872,0.128,0.3612
negative,0.412,0.588,0.0,-0.7184
objective,0.0,1.0,0.0,0.0
positive,0.0,0.862,0.138,0.4926
positive,0.0,0.73,0.27,0.8122
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.773,0.227,0.6486
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.735,0.265,0.7579
positive,0.0,0.859,0.141,0.4201
positive,0.0,0.793,0.207,0.6351
positive,0.0,1.0,0.0,0.0
negative,0.135,0.865,0.0,-0.4118
positive,0.0,0.887,0.113,0.4927
objective,0.198,0.802,0.0,-0.5719
neutral,0.0,1.0,0.0,0.0
positive,0.127,0.873,0.0,-0.2924
neutral,0.0,0.889,0.111,0.3612
positive,0.233,0.566,0.201,0.4073
positive,0.0,0.84,0.16,0.5859
objective,0.0,1.0,0.0,0.0
positive,0.247,0.753,0.0,-0.7619
negative,0.0,0.813,0.187,0.3182
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.0,0.833,0.167,0.4588
positive,0.0,0.408,0.592,0.7788
positive,0.0,0.914,0.086,0.1531
positive,0.0,0.701,0.299,0.4572
negative,0.245,0.755,0.0,-0.7584
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.893,0.107,0.1139
positive,0.066,0.579,0.355,0.8885
objective,0.0,1.0,0.0,0.0
objective,0.0,0.893,0.107,0.34
neutral,0.073,0.841,0.087,0.0654
objective,0.0,1.0,0.0,0.0
positive,0.0,0.86,0.14,0.4754
positive,0.0,0.486,0.514,0.9508
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.615,0.385,0.8402
neutral,0.0,1.0,0.0,0.0
negative,0.0,0.674,0.326,0.7717
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.788,0.212,0.6166
positive,0.0,0.849,0.151,0.4927
positive,0.122,0.609,0.269,0.5673
positive,0.062,0.664,0.274,0.7263
negative,0.172,0.828,0.0,-0.4404
positive,0.0,0.526,0.474,0.872
neutral,0.249,0.541,0.211,0.0772
negative,0.0,0.803,0.197,0.5994
positive,0.0,0.852,0.148,0.5106
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.813,0.187,0.6015
neutral,0.0,0.862,0.138,0.4939
positive,0.0,1.0,0.0,0.0
positive,0.181,0.708,0.111,-0.3786
negative,0.179,0.821,0.0,-0.5423
positive,0.069,0.596,0.335,0.8591
negative,0.078,0.693,0.23,0.7574
positive,0.0,0.579,0.421,0.6249
positive,0.0,0.556,0.444,0.9114
neutral,0.0,0.823,0.177,0.6487
neutral,0.0,0.826,0.174,0.4588
positive,0.0,0.479,0.521,0.9198
objective,0.071,0.929,0.0,-0.1531
positive,0.0,0.647,0.353,0.7959
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.794,0.206,0.4404
positive,0.0,0.844,0.156,0.5719
neutral,0.0,1.0,0.0,0.0
positive,0.117,0.883,0.0,-0.4912
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.772,0.228,0.7351
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.897,0.103,0.4559
objective,0.208,0.792,0.0,-0.5696
positive,0.0,0.815,0.185,0.5951
neutral,0.0,0.69,0.31,0.7964
neutral,0.0,1.0,0.0,0.0
objective,0.104,0.777,0.12,0.128
positive,0.0,0.843,0.157,0.6249
positive,0.0,0.768,0.232,0.3431
negative,0.083,0.917,0.0,-0.2023
neutral,0.0,0.928,0.072,0.2732
neutral,0.135,0.865,0.0,-0.5574
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.913,0.087,0.2732
objective,0.0,1.0,0.0,0.0
negative,0.0,0.8,0.2,0.4588
objective,0.0,1.0,0.0,0.0
positive,0.0,0.776,0.224,0.7352
positive,0.0,0.596,0.404,0.8316
objective,0.0,1.0,0.0,0.0
positive,0.0,0.763,0.237,0.7096
positive,0.106,0.894,0.0,-0.2244
positive,0.195,0.805,0.0,-0.2924
positive,0.0,0.849,0.151,0.4738
positive,0.282,0.497,0.22,-0.4118
positive,0.0,0.656,0.344,0.6369
objective,0.0,1.0,0.0,0.0
positive,0.0,0.603,0.397,0.9044
positive,0.0,1.0,0.0,0.0
positive,0.0,0.554,0.446,0.9384
positive,0.0,0.596,0.404,0.7777
neutral,0.0,1.0,0.0,0.0
positive,0.301,0.553,0.146,-0.7227
negative,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.85,0.15,0.5719
positive,0.0,0.811,0.189,0.6369
negative,0.075,0.807,0.118,0.34
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.741,0.259,0.6808
positive,0.0,0.837,0.163,0.5719
positive,0.16,0.67,0.17,0.0516
positive,0.0,0.839,0.161,0.4359
neutral,0.1,0.679,0.221,0.5267
positive,0.0,0.836,0.164,0.5147
neutral,0.06,0.94,0.0,-0.0387
positive,0.0,0.624,0.376,0.7213
positive,0.059,0.76,0.181,0.5972
positive,0.104,0.667,0.23,0.6597
neutral,0.0,0.659,0.341,0.7351
positive,0.0,0.793,0.207,0.5789
positive,0.0,0.823,0.177,0.5972
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.647,0.353,0.7964
negative,0.0,1.0,0.0,0.0
neutral,0.096,0.904,0.0,-0.2023
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.639,0.361,0.8625
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.757,0.243,0.7525
negative,0.087,0.787,0.126,0.25
positive,0.0,0.808,0.192,0.2263
objective,0.0,1.0,0.0,0.0
positive,0.0,0.481,0.519,0.9661
negative,0.164,0.779,0.056,-0.5411
positive,0.108,0.664,0.228,0.504
positive,0.12,0.752,0.128,0.0516
negative,0.138,0.862,0.0,-0.4926
neutral,0.0,0.868,0.132,0.4215
neutral,0.0,0.854,0.146,0.5574
positive,0.0,0.85,0.15,0.4574
positive,0.0,0.834,0.166,0.4926
objective,0.0,1.0,0.0,0.0
positive,0.0,0.875,0.125,0.5067
neutral,0.085,0.635,0.28,0.5696
neutral,0.15,0.85,0.0,-0.3182
neutral,0.0,0.814,0.186,0.4939
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.731,0.269,0.7096
positive,0.133,0.585,0.282,0.4199
positive,0.0,0.739,0.261,0.7177
objective,0.0,1.0,0.0,0.0
neutral,0.524,0.476,0.0,-0.296
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.719,0.281,0.7672
objective,0.0,1.0,0.0,0.0
positive,0.0,0.667,0.333,0.7901
neutral,0.0,0.947,0.053,0.0772
negative,0.0,0.911,0.089,0.2144
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.714,0.286,0.802
positive,0.0,0.775,0.225,0.4404
positive,0.0,0.734,0.266,0.7845
neutral,0.0,0.623,0.377,0.8658
objective,0.0,1.0,0.0,0.0
positive,0.0,0.697,0.303,0.7269
neutral,0.134,0.779,0.087,-0.2732
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.131,0.679,0.19,0.3182
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.74,0.26,0.7964
negative,0.0,0.833,0.167,0.296
positive,0.0,0.704,0.296,0.6369
positive,0.0,0.838,0.162,0.4019
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.829,0.171,0.3612
positive,0.078,0.585,0.337,0.743
negative,0.0,0.882,0.118,0.34
negative,0.223,0.777,0.0,-0.5106
neutral,0.149,0.722,0.129,-0.1027
positive,0.0,0.659,0.341,0.69
neutral,0.0,0.782,0.218,0.6486
positive,0.0,0.867,0.133,0.3182
objective,0.0,1.0,0.0,0.0
positive,0.0,0.737,0.263,0.7531
positive,0.0,0.833,0.167,0.5574
objective,0.0,0.924,0.076,0.2023
negative,0.072,0.865,0.062,-0.0516
positive,0.0,0.84,0.16,0.6369
negative,0.221,0.779,0.0,-0.6249
objective,0.0,0.785,0.215,0.508
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.894,0.106,0.3612
neutral,0.0,0.748,0.252,0.4019
positive,0.0,0.897,0.103,0.3182
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.0,0.836,0.164,0.5994
negative,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.724,0.276,0.636
neutral,0.0,0.896,0.104,0.4215
neutral,0.087,0.913,0.0,-0.2023
positive,0.0,0.785,0.215,0.6946
negative,0.142,0.766,0.091,-0.1027
neutral,0.0,0.789,0.211,0.34
objective,0.0,1.0,0.0,0.0
positive,0.0,0.774,0.226,0.5684
negative,0.294,0.601,0.105,-0.582
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.175,0.825,0.0,-0.5574
neutral,0.0,0.761,0.239,0.296
negative,0.111,0.889,0.0,-0.3612
neutral,0.0,0.923,0.077,0.2905
neutral,0.0,0.741,0.259,0.4215
negative,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.465,0.535,0.3182
negative,0.126,0.524,0.351,0.6486
positive,0.0,1.0,0.0,0.0
positive,0.0,0.794,0.206,0.6361
objective,0.22,0.78,0.0,-0.6705
objective,0.0,1.0,0.0,0.0
positive,0.167,0.662,0.17,0.0258
neutral,0.0,0.853,0.147,0.4767
objective,0.0,1.0,0.0,0.0
positive,0.0,0.421,0.579,0.9718
positive,0.0,0.659,0.341,0.8977
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.766,0.234,0.6094
positive,0.0,0.603,0.397,0.9044
neutral,0.194,0.671,0.134,-0.4019
neutral,0.0,0.866,0.134,0.4199
positive,0.0,0.873,0.127,0.4404
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.872,0.128,0.3612
neutral,0.0,0.794,0.206,0.6908
neutral,0.0,0.873,0.127,0.4939
neutral,0.0,0.882,0.118,0.4215
negative,0.204,0.796,0.0,-0.6239
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.735,0.265,0.5574
neutral,0.0,0.807,0.193,0.6988
positive,0.0,0.587,0.413,0.9182
positive,0.0,0.67,0.33,0.7096
positive,0.0,0.613,0.387,0.8217
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.779,0.221,0.6597
neutral,0.0,1.0,0.0,0.0
negative,0.0,0.789,0.211,0.6808
neutral,0.245,0.755,0.0,-0.7579
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.873,0.127,0.4926
negative,0.232,0.629,0.139,-0.4488
positive,0.0,0.658,0.342,0.6369
positive,0.0,0.712,0.288,0.8439
neutral,0.119,0.563,0.318,0.7177
positive,0.0,0.846,0.154,0.6341
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.878,0.122,0.3612
positive,0.0,0.711,0.289,0.7845
objective,0.0,1.0,0.0,0.0
positive,0.0,0.872,0.128,0.501
neutral,0.184,0.816,0.0,-0.6705
positive,0.0,0.743,0.257,0.6369
positive,0.0,0.646,0.354,0.9196
positive,0.0,0.678,0.322,0.6908
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.087,0.913,0.0,-0.2714
positive,0.055,0.707,0.238,0.7717
negative,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.0,0.894,0.106,0.3612
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.751,0.249,0.824
positive,0.0,0.694,0.306,0.869
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,0.758,0.242,0.4926
negative,0.164,0.836,0.0,-0.6705
positive,0.098,0.765,0.136,0.2596
negative,0.204,0.75,0.046,-0.5859
neutral,0.091,0.909,0.0,-0.296
negative,0.317,0.565,0.117,-0.6808
neutral,0.0,0.889,0.111,0.25
positive,0.115,0.619,0.266,0.5647
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.862,0.138,0.6124
neutral,0.0,1.0,0.0,0.0
positive,0.083,0.714,0.202,0.4588
positive,0.0,0.744,0.256,0.6705
positive,0.0,0.615,0.385,0.9059
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.68,0.32,0.8402
positive,0.0,1.0,0.0,0.0
positive,0.14,0.679,0.181,0.2244
neutral,0.128,0.872,0.0,-0.296
positive,0.099,0.58,0.321,0.7579
positive,0.173,0.63,0.197,0.0772
neutral,0.0,0.734,0.266,0.4404
neutral,0.077,0.738,0.185,0.4404
positive,0.0,0.781,0.219,0.6808
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.781,0.219,0.6369
negative,0.355,0.645,0.0,-0.5259
positive,0.0,0.755,0.245,0.6369
neutral,0.176,0.674,0.15,-0.4019
negative,0.472,0.528,0.0,-0.9451
objective,0.0,1.0,0.0,0.0
negative,0.153,0.657,0.19,0.25
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.742,0.258,0.8402
positive,0.077,0.77,0.154,0.3802
positive,0.273,0.474,0.254,-0.4003
positive,0.0,1.0,0.0,0.0
negative,0.147,0.754,0.099,-0.296
positive,0.085,0.605,0.31,0.6808
neutral,0.0,1.0,0.0,0.0
neutral,0.071,0.749,0.18,0.5411
positive,0.0,0.598,0.402,0.9255
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.133,0.867,0.0,-0.3182
objective,0.0,1.0,0.0,0.0
objective,0.0,0.864,0.136,0.296
objective,0.0,1.0,0.0,0.0
positive,0.0,0.674,0.326,0.8283
positive,0.0,0.772,0.228,0.7345
positive,0.0,0.861,0.139,0.5951
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.065,0.651,0.284,0.75
neutral,0.0,0.638,0.362,0.8804
neutral,0.0,0.887,0.113,0.3182
objective,0.167,0.833,0.0,-0.5587
positive,0.0,0.786,0.214,0.4574
objective,0.32,0.553,0.126,-0.7096
neutral,0.0,0.808,0.192,0.6124
positive,0.0,0.629,0.371,0.9153
negative,0.0,0.855,0.145,0.2584
objective,0.0,1.0,0.0,0.0
objective,0.0,0.848,0.152,0.3612
positive,0.0,0.842,0.158,0.4588
objective,0.0,1.0,0.0,0.0
objective,0.0,0.878,0.122,0.2714
positive,0.0,0.746,0.254,0.8176
neutral,0.119,0.881,0.0,-0.4019
neutral,0.0,0.905,0.095,0.296
neutral,0.124,0.876,0.0,-0.34
positive,0.106,0.653,0.241,0.5106
neutral,0.0,0.885,0.115,0.1531
neutral,0.108,0.755,0.137,0.1531
objective,0.0,1.0,0.0,0.0
neutral,0.057,0.699,0.245,0.6486
objective,0.0,0.9,0.1,0.2732
positive,0.0,0.573,0.427,0.8979
negative,0.154,0.647,0.2,-0.4106
neutral,0.111,0.728,0.161,0.3182
positive,0.12,0.88,0.0,-0.2942
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.158,0.842,0.0,-0.6705
objective,0.0,0.742,0.258,0.7096
negative,0.0,1.0,0.0,0.0
positive,0.059,0.854,0.087,0.1862
neutral,0.0,0.878,0.122,0.2023
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.87,0.13,0.5093
positive,0.0,0.718,0.282,0.7823
negative,0.0,1.0,0.0,0.0
positive,0.0,0.704,0.296,0.8555
positive,0.0,0.551,0.449,0.9457
neutral,0.0,1.0,0.0,0.0
negative,0.17,0.718,0.111,-0.3903
positive,0.0,0.608,0.392,0.9056
positive,0.0,0.805,0.195,0.4404
negative,0.139,0.699,0.161,0.3899
neutral,0.171,0.829,0.0,-0.5423
negative,0.161,0.839,0.0,-0.6808
neutral,0.0,0.897,0.103,0.2942
positive,0.0,0.725,0.275,0.5859
objective,0.0,0.8,0.2,0.25
positive,0.0,0.571,0.429,0.9437
objective,0.0,0.76,0.24,0.7184
neutral,0.0,0.821,0.179,0.5719
neutral,0.17,0.83,0.0,-0.6705
positive,0.0,0.586,0.414,0.872
positive,0.0,0.685,0.315,0.8646
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.752,0.248,0.8209
objective,0.0,1.0,0.0,0.0
neutral,0.14,0.86,0.0,-0.0772
positive,0.0,0.886,0.114,0.4767
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.686,0.314,0.6696
positive,0.0,0.58,0.42,0.9454
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,0.77,0.23,0.7243
positive,0.0,0.615,0.385,0.8555
negative,0.0,1.0,0.0,0.0
neutral,0.094,0.906,0.0,-0.2411
neutral,0.095,0.704,0.201,0.2732
positive,0.0,0.894,0.106,0.3612
neutral,0.0,0.757,0.243,0.6696
negative,0.0,1.0,0.0,0.0
objective,0.126,0.874,0.0,-0.3818
objective,0.0,1.0,0.0,0.0
positive,0.0,0.644,0.356,0.807
neutral,0.095,0.905,0.0,-0.296
positive,0.0,0.764,0.236,0.7345
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.909,0.091,0.2023
objective,0.192,0.808,0.0,-0.5514
positive,0.0,0.828,0.172,0.4019
objective,0.0,1.0,0.0,0.0
positive,0.0,0.851,0.149,0.5696
positive,0.0,0.833,0.167,0.4588
objective,0.0,1.0,0.0,0.0
neutral,0.1,0.823,0.078,-0.128
positive,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.0,0.772,0.228,0.7964
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.177,0.823,0.0,-0.5109
positive,0.0,0.833,0.167,0.4939
positive,0.0,0.821,0.179,0.5859
positive,0.0,1.0,0.0,0.0
positive,0.0,0.565,0.435,0.6597
neutral,0.0,0.862,0.138,0.4939
positive,0.0,1.0,0.0,0.0
neutral,0.108,0.698,0.193,0.4724
objective,0.0,1.0,0.0,0.0
negative,0.16,0.646,0.194,0.2714
neutral,0.0,0.906,0.094,0.34
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.759,0.241,0.6908
positive,0.147,0.853,0.0,-0.5076
objective,0.0,0.87,0.13,0.4824
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.107,0.794,0.098,-0.0516
positive,0.0,1.0,0.0,0.0
objective,0.0,0.85,0.15,0.4588
positive,0.05,0.712,0.238,0.743
positive,0.0,0.785,0.215,0.6249
neutral,0.0,1.0,0.0,0.0
positive,0.124,0.585,0.291,0.594
positive,0.0,0.805,0.195,0.34
neutral,0.164,0.836,0.0,-0.6705
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.778,0.222,0.6114
positive,0.0,0.811,0.189,0.4215
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.849,0.151,0.4939
neutral,0.194,0.806,0.0,-0.5859
positive,0.078,0.532,0.39,0.8689
neutral,0.0,0.933,0.067,0.1511
negative,0.234,0.673,0.093,-0.4047
neutral,0.149,0.681,0.17,-0.1027
positive,0.0,1.0,0.0,0.0
positive,0.0,0.615,0.385,0.3612
positive,0.0,0.63,0.37,0.8741
objective,0.0,1.0,0.0,0.0
neutral,0.119,0.881,0.0,-0.3182
positive,0.0,0.851,0.149,0.541
positive,0.0,0.909,0.091,0.2481
neutral,0.0,0.817,0.183,0.5859
negative,0.0,0.707,0.293,0.658
positive,0.0,0.661,0.339,0.8482
negative,0.0,0.833,0.167,0.5574
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.756,0.244,0.5963
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.753,0.247,0.6784
negative,0.241,0.759,0.0,-0.5423
neutral,0.0,0.864,0.136,0.5106
neutral,0.0,0.746,0.254,0.7003
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.85,0.15,0.5719
positive,0.0,1.0,0.0,0.0
positive,0.0,0.838,0.162,0.5068
negative,0.197,0.803,0.0,-0.4003
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.939,0.061,0.0772
positive,0.0,0.735,0.265,0.6705
positive,0.0,0.782,0.218,0.471
negative,0.259,0.741,0.0,-0.7684
positive,0.0,0.883,0.117,0.3382
neutral,0.149,0.759,0.092,-0.4019
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.814,0.186,0.4939
positive,0.0,0.766,0.234,0.5994
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.902,0.098,0.34
negative,0.0,0.805,0.195,0.4404
negative,0.271,0.729,0.0,-0.7717
neutral,0.091,0.7,0.209,0.5204
neutral,0.119,0.78,0.101,-0.1027
positive,0.184,0.544,0.272,0.3182
negative,0.307,0.693,0.0,-0.8341
positive,0.0,0.93,0.07,0.128
neutral,0.326,0.674,0.0,-0.7424
neutral,0.0,0.825,0.175,0.5242
positive,0.0,1.0,0.0,0.0
positive,0.0,0.712,0.288,0.807
positive,0.0,0.79,0.21,0.7034
negative,0.217,0.783,0.0,-0.761
negative,0.076,0.793,0.132,0.1406
objective,0.0,0.82,0.18,0.508
positive,0.062,0.663,0.275,0.7034
positive,0.127,0.732,0.141,0.0772
objective,0.0,1.0,0.0,0.0
positive,0.0,0.787,0.213,0.6597
positive,0.0,0.652,0.348,0.8807
neutral,0.0,0.885,0.115,0.2382
positive,0.0,0.865,0.135,0.5777
neutral,0.0,1.0,0.0,0.0
objective,0.086,0.914,0.0,-0.1531
neutral,0.16,0.84,0.0,-0.2732
positive,0.0,0.7,0.3,0.4588
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.822,0.178,0.6524
positive,0.055,0.671,0.273,0.8176
neutral,0.104,0.818,0.078,-0.1779
objective,0.0,0.896,0.104,0.347
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.639,0.361,0.8625
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.328,0.672,0.0,-0.6588
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.756,0.244,0.636
neutral,0.0,1.0,0.0,0.0
negative,0.073,0.927,0.0,-0.128
negative,0.0,0.882,0.118,0.4497
negative,0.177,0.549,0.274,0.1531
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.791,0.209,0.4019
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.838,0.162,0.5673
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.805,0.195,0.5951
objective,0.268,0.732,0.0,-0.5267
positive,0.0,0.619,0.381,0.5719
positive,0.0,0.862,0.138,0.4939
positive,0.0,0.849,0.151,0.5754
negative,0.173,0.725,0.102,-0.3578
negative,0.111,0.889,0.0,-0.25
positive,0.0,0.568,0.432,0.8718
objective,0.0,0.83,0.17,0.5994
neutral,0.0,0.803,0.197,0.5983
neutral,0.091,0.909,0.0,-0.34
negative,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.872,0.128,0.4215
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
